Nick,League Points,Total Games,Daily League Points,Daily Games,lolchess
maxr,12,951,-202,65,https://lolchess.gg/profile/BR/maxr,https://app.mobalytics.gg/pt_br/tft/profile/BR/maxr/overview
YoutuberBoty,379,169,-205,10,https://lolchess.gg/profile/BR/YoutuberBoty,https://app.mobalytics.gg/pt_br/tft/profile/BR/YoutuberBoty/overview
たちゃかん,558,266,-208,8,https://lolchess.gg/profile/BR/たちゃかん,https://app.mobalytics.gg/pt_br/tft/profile/BR/たちゃかん/overview
渋 谷,0,189,-208,5,https://lolchess.gg/profile/BR/渋 谷,https://app.mobalytics.gg/pt_br/tft/profile/BR/渋 谷/overview
はげ太郎,0,334,-208,5,https://lolchess.gg/profile/BR/はげ太郎,https://app.mobalytics.gg/pt_br/tft/profile/BR/はげ太郎/overview
KimTaeyeonXi,0,485,-209,0,https://lolchess.gg/profile/BR/KimTaeyeonXi,https://app.mobalytics.gg/pt_br/tft/profile/BR/KimTaeyeonXi/overview
jinxed,0,283,-209,39,https://lolchess.gg/profile/BR/jinxed,https://app.mobalytics.gg/pt_br/tft/profile/BR/jinxed/overview
ジャジャラ,0,113,-210,3,https://lolchess.gg/profile/BR/ジャジャラ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ジャジャラ/overview
ginTab,1051,397,-212,10,https://lolchess.gg/profile/BR/ginTab,https://app.mobalytics.gg/pt_br/tft/profile/BR/ginTab/overview
tisso86,0,159,-212,1,https://lolchess.gg/profile/BR/tisso86,https://app.mobalytics.gg/pt_br/tft/profile/BR/tisso86/overview
xxttxh,0,233,-213,7,https://lolchess.gg/profile/BR/xxttxh,https://app.mobalytics.gg/pt_br/tft/profile/BR/xxttxh/overview
Grineko,0,294,-214,0,https://lolchess.gg/profile/BR/Grineko,https://app.mobalytics.gg/pt_br/tft/profile/BR/Grineko/overview
LoSt919,187,302,-215,45,https://lolchess.gg/profile/BR/LoSt919,https://app.mobalytics.gg/pt_br/tft/profile/BR/LoSt919/overview
モスバーガー,5,287,-215,18,https://lolchess.gg/profile/BR/モスバーガー,https://app.mobalytics.gg/pt_br/tft/profile/BR/モスバーガー/overview
siva fes,0,269,-215,0,https://lolchess.gg/profile/BR/siva fes,https://app.mobalytics.gg/pt_br/tft/profile/BR/siva fes/overview
Kavlaia,0,130,-215,0,https://lolchess.gg/profile/BR/Kavlaia,https://app.mobalytics.gg/pt_br/tft/profile/BR/Kavlaia/overview
mogmogpancake,456,540,-216,95,https://lolchess.gg/profile/BR/mogmogpancake,https://app.mobalytics.gg/pt_br/tft/profile/BR/mogmogpancake/overview
heartbreakannive,233,173,-216,17,https://lolchess.gg/profile/BR/heartbreakannive,https://app.mobalytics.gg/pt_br/tft/profile/BR/heartbreakannive/overview
ウィリアン,0,149,-217,3,https://lolchess.gg/profile/BR/ウィリアン,https://app.mobalytics.gg/pt_br/tft/profile/BR/ウィリアン/overview
ks ghost,0,234,-218,0,https://lolchess.gg/profile/BR/ks ghost,https://app.mobalytics.gg/pt_br/tft/profile/BR/ks ghost/overview
Purple1581,0,233,-219,11,https://lolchess.gg/profile/BR/Purple1581,https://app.mobalytics.gg/pt_br/tft/profile/BR/Purple1581/overview
かにきんぐ,327,353,-220,61,https://lolchess.gg/profile/BR/かにきんぐ,https://app.mobalytics.gg/pt_br/tft/profile/BR/かにきんぐ/overview
kiriko4,10,229,-222,51,https://lolchess.gg/profile/BR/kiriko4,https://app.mobalytics.gg/pt_br/tft/profile/BR/kiriko4/overview
ゲロガエル,0,174,-222,0,https://lolchess.gg/profile/BR/ゲロガエル,https://app.mobalytics.gg/pt_br/tft/profile/BR/ゲロガエル/overview
燈火茶蓮,0,324,-222,10,https://lolchess.gg/profile/BR/燈火茶蓮,https://app.mobalytics.gg/pt_br/tft/profile/BR/燈火茶蓮/overview
PREMIUMSHOW,21,183,-223,38,https://lolchess.gg/profile/BR/PREMIUMSHOW,https://app.mobalytics.gg/pt_br/tft/profile/BR/PREMIUMSHOW/overview
FrozenFAL,0,350,-223,27,https://lolchess.gg/profile/BR/FrozenFAL,https://app.mobalytics.gg/pt_br/tft/profile/BR/FrozenFAL/overview
DontacosZ,0,251,-226,1,https://lolchess.gg/profile/BR/DontacosZ,https://app.mobalytics.gg/pt_br/tft/profile/BR/DontacosZ/overview
OHAGI78,0,330,-228,1,https://lolchess.gg/profile/BR/OHAGI78,https://app.mobalytics.gg/pt_br/tft/profile/BR/OHAGI78/overview
台東戦神,0,192,-228,7,https://lolchess.gg/profile/BR/台東戦神,https://app.mobalytics.gg/pt_br/tft/profile/BR/台東戦神/overview
眞HSGOD,505,307,-231,48,https://lolchess.gg/profile/BR/眞HSGOD,https://app.mobalytics.gg/pt_br/tft/profile/BR/眞HSGOD/overview
ciella9,0,445,-232,19,https://lolchess.gg/profile/BR/ciella9,https://app.mobalytics.gg/pt_br/tft/profile/BR/ciella9/overview
MaCaronage,0,355,-233,1,https://lolchess.gg/profile/BR/MaCaronage,https://app.mobalytics.gg/pt_br/tft/profile/BR/MaCaronage/overview
wojЬ80cm,0,154,-236,0,https://lolchess.gg/profile/BR/wojЬ80cm,https://app.mobalytics.gg/pt_br/tft/profile/BR/wojЬ80cm/overview
Yuk1xxx,0,80,-237,24,https://lolchess.gg/profile/BR/Yuk1xxx,https://app.mobalytics.gg/pt_br/tft/profile/BR/Yuk1xxx/overview
Takaoo00,0,438,-237,4,https://lolchess.gg/profile/BR/Takaoo00,https://app.mobalytics.gg/pt_br/tft/profile/BR/Takaoo00/overview
どららん,0,117,-237,0,https://lolchess.gg/profile/BR/どららん,https://app.mobalytics.gg/pt_br/tft/profile/BR/どららん/overview
yukihisaaaa,0,183,-238,2,https://lolchess.gg/profile/BR/yukihisaaaa,https://app.mobalytics.gg/pt_br/tft/profile/BR/yukihisaaaa/overview
hitamago,0,132,-241,5,https://lolchess.gg/profile/BR/hitamago,https://app.mobalytics.gg/pt_br/tft/profile/BR/hitamago/overview
DPヒバリ,0,50,-245,0,https://lolchess.gg/profile/BR/DPヒバリ,https://app.mobalytics.gg/pt_br/tft/profile/BR/DPヒバリ/overview
ばぶchan,0,121,-245,0,https://lolchess.gg/profile/BR/ばぶchan,https://app.mobalytics.gg/pt_br/tft/profile/BR/ばぶchan/overview
MidNightSunshine,0,207,-245,0,https://lolchess.gg/profile/BR/MidNightSunshine,https://app.mobalytics.gg/pt_br/tft/profile/BR/MidNightSunshine/overview
morato,0,324,-249,5,https://lolchess.gg/profile/BR/morato,https://app.mobalytics.gg/pt_br/tft/profile/BR/morato/overview
オールガス殿下,0,176,-249,13,https://lolchess.gg/profile/BR/オールガス殿下,https://app.mobalytics.gg/pt_br/tft/profile/BR/オールガス殿下/overview
SGB Cu Sóc,65,355,-250,37,https://lolchess.gg/profile/BR/SGB Cu Sóc,https://app.mobalytics.gg/pt_br/tft/profile/BR/SGB Cu Sóc/overview
IDEsh,0,107,-253,2,https://lolchess.gg/profile/BR/IDEsh,https://app.mobalytics.gg/pt_br/tft/profile/BR/IDEsh/overview
nene333,0,190,-257,0,https://lolchess.gg/profile/BR/nene333,https://app.mobalytics.gg/pt_br/tft/profile/BR/nene333/overview
ChinoN,49,801,-265,14,https://lolchess.gg/profile/BR/ChinoN,https://app.mobalytics.gg/pt_br/tft/profile/BR/ChinoN/overview
黒い鶏冠,0,293,-265,0,https://lolchess.gg/profile/BR/黒い鶏冠,https://app.mobalytics.gg/pt_br/tft/profile/BR/黒い鶏冠/overview
JellyYT,0,110,-267,20,https://lolchess.gg/profile/BR/JellyYT,https://app.mobalytics.gg/pt_br/tft/profile/BR/JellyYT/overview
farand,0,445,-269,2,https://lolchess.gg/profile/BR/farand,https://app.mobalytics.gg/pt_br/tft/profile/BR/farand/overview
霞ヶ丘 詩羽,0,124,-269,0,https://lolchess.gg/profile/BR/霞ヶ丘 詩羽,https://app.mobalytics.gg/pt_br/tft/profile/BR/霞ヶ丘 詩羽/overview
kill It Pls,104,987,-270,85,https://lolchess.gg/profile/BR/kill It Pls,https://app.mobalytics.gg/pt_br/tft/profile/BR/kill It Pls/overview
iugege,0,253,-270,1,https://lolchess.gg/profile/BR/iugege,https://app.mobalytics.gg/pt_br/tft/profile/BR/iugege/overview
GallopMoon,0,179,-271,0,https://lolchess.gg/profile/BR/GallopMoon,https://app.mobalytics.gg/pt_br/tft/profile/BR/GallopMoon/overview
itaken,0,355,-272,3,https://lolchess.gg/profile/BR/itaken,https://app.mobalytics.gg/pt_br/tft/profile/BR/itaken/overview
終焉の終電,0,159,-273,2,https://lolchess.gg/profile/BR/終焉の終電,https://app.mobalytics.gg/pt_br/tft/profile/BR/終焉の終電/overview
yumehituzi,0,478,-274,20,https://lolchess.gg/profile/BR/yumehituzi,https://app.mobalytics.gg/pt_br/tft/profile/BR/yumehituzi/overview
coyote7,48,320,-275,41,https://lolchess.gg/profile/BR/coyote7,https://app.mobalytics.gg/pt_br/tft/profile/BR/coyote7/overview
natsuko0704,0,337,-276,16,https://lolchess.gg/profile/BR/natsuko0704,https://app.mobalytics.gg/pt_br/tft/profile/BR/natsuko0704/overview
NgáO ThÁi,0,509,-276,7,https://lolchess.gg/profile/BR/NgáO ThÁi,https://app.mobalytics.gg/pt_br/tft/profile/BR/NgáO ThÁi/overview
nanoha hina,256,353,-280,35,https://lolchess.gg/profile/BR/nanoha hina,https://app.mobalytics.gg/pt_br/tft/profile/BR/nanoha hina/overview
PompieTv,743,576,-285,17,https://lolchess.gg/profile/BR/PompieTv,https://app.mobalytics.gg/pt_br/tft/profile/BR/PompieTv/overview
GodHsu,0,70,-290,1,https://lolchess.gg/profile/BR/GodHsu,https://app.mobalytics.gg/pt_br/tft/profile/BR/GodHsu/overview
Yog Sothoth,0,201,-291,0,https://lolchess.gg/profile/BR/Yog Sothoth,https://app.mobalytics.gg/pt_br/tft/profile/BR/Yog Sothoth/overview
wobiubiu,347,442,-293,52,https://lolchess.gg/profile/BR/wobiubiu,https://app.mobalytics.gg/pt_br/tft/profile/BR/wobiubiu/overview
BigInKey,0,371,-293,0,https://lolchess.gg/profile/BR/BigInKey,https://app.mobalytics.gg/pt_br/tft/profile/BR/BigInKey/overview
金剛石,0,699,-296,0,https://lolchess.gg/profile/BR/金剛石,https://app.mobalytics.gg/pt_br/tft/profile/BR/金剛石/overview
もんじろー,0,307,-297,0,https://lolchess.gg/profile/BR/もんじろー,https://app.mobalytics.gg/pt_br/tft/profile/BR/もんじろー/overview
NonD,371,895,-303,248,https://lolchess.gg/profile/BR/NonD,https://app.mobalytics.gg/pt_br/tft/profile/BR/NonD/overview
Kanakirara,0,407,-306,3,https://lolchess.gg/profile/BR/Kanakirara,https://app.mobalytics.gg/pt_br/tft/profile/BR/Kanakirara/overview
babuyoshiharu,61,916,-307,211,https://lolchess.gg/profile/BR/babuyoshiharu,https://app.mobalytics.gg/pt_br/tft/profile/BR/babuyoshiharu/overview
ゆめの,552,514,-310,5,https://lolchess.gg/profile/BR/ゆめの,https://app.mobalytics.gg/pt_br/tft/profile/BR/ゆめの/overview
老人の愛,0,269,-316,0,https://lolchess.gg/profile/BR/老人の愛,https://app.mobalytics.gg/pt_br/tft/profile/BR/老人の愛/overview
ReBlanc,0,176,-317,0,https://lolchess.gg/profile/BR/ReBlanc,https://app.mobalytics.gg/pt_br/tft/profile/BR/ReBlanc/overview
Anh Huynh 3107,0,196,-318,8,https://lolchess.gg/profile/BR/Anh Huynh 3107,https://app.mobalytics.gg/pt_br/tft/profile/BR/Anh Huynh 3107/overview
あるるん,0,299,-321,3,https://lolchess.gg/profile/BR/あるるん,https://app.mobalytics.gg/pt_br/tft/profile/BR/あるるん/overview
sarahF,10,540,-323,5,https://lolchess.gg/profile/BR/sarahF,https://app.mobalytics.gg/pt_br/tft/profile/BR/sarahF/overview
ごましゃぶ,0,305,-335,8,https://lolchess.gg/profile/BR/ごましゃぶ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ごましゃぶ/overview
邪魔しました,0,136,-340,0,https://lolchess.gg/profile/BR/邪魔しました,https://app.mobalytics.gg/pt_br/tft/profile/BR/邪魔しました/overview
玲 雨,0,269,-341,22,https://lolchess.gg/profile/BR/玲 雨,https://app.mobalytics.gg/pt_br/tft/profile/BR/玲 雨/overview
ToySchory,0,306,-348,10,https://lolchess.gg/profile/BR/ToySchory,https://app.mobalytics.gg/pt_br/tft/profile/BR/ToySchory/overview
るきにゃん,198,163,-361,27,https://lolchess.gg/profile/BR/るきにゃん,https://app.mobalytics.gg/pt_br/tft/profile/BR/るきにゃん/overview
xiaogiaos,0,253,-361,10,https://lolchess.gg/profile/BR/xiaogiaos,https://app.mobalytics.gg/pt_br/tft/profile/BR/xiaogiaos/overview
こてえええ,0,278,-368,2,https://lolchess.gg/profile/BR/こてえええ,https://app.mobalytics.gg/pt_br/tft/profile/BR/こてえええ/overview
Asdgum,333,514,-378,29,https://lolchess.gg/profile/BR/Asdgum,https://app.mobalytics.gg/pt_br/tft/profile/BR/Asdgum/overview
丶憧憬,37,290,-380,54,https://lolchess.gg/profile/BR/丶憧憬,https://app.mobalytics.gg/pt_br/tft/profile/BR/丶憧憬/overview
kimi1211,0,310,-389,6,https://lolchess.gg/profile/BR/kimi1211,https://app.mobalytics.gg/pt_br/tft/profile/BR/kimi1211/overview
Nereto,64,676,-396,50,https://lolchess.gg/profile/BR/Nereto,https://app.mobalytics.gg/pt_br/tft/profile/BR/Nereto/overview
かげを,0,517,-398,5,https://lolchess.gg/profile/BR/かげを,https://app.mobalytics.gg/pt_br/tft/profile/BR/かげを/overview
Across,0,305,-399,0,https://lolchess.gg/profile/BR/Across,https://app.mobalytics.gg/pt_br/tft/profile/BR/Across/overview
オービル,0,287,-401,6,https://lolchess.gg/profile/BR/オービル,https://app.mobalytics.gg/pt_br/tft/profile/BR/オービル/overview
Porcrastination,0,251,-405,0,https://lolchess.gg/profile/BR/Porcrastination,https://app.mobalytics.gg/pt_br/tft/profile/BR/Porcrastination/overview
RJPing69,0,377,-408,6,https://lolchess.gg/profile/BR/RJPing69,https://app.mobalytics.gg/pt_br/tft/profile/BR/RJPing69/overview
May I help you,0,145,-409,1,https://lolchess.gg/profile/BR/May I help you,https://app.mobalytics.gg/pt_br/tft/profile/BR/May I help you/overview
summertimer,0,161,-415,2,https://lolchess.gg/profile/BR/summertimer,https://app.mobalytics.gg/pt_br/tft/profile/BR/summertimer/overview
Mangooooooooo,0,120,-415,0,https://lolchess.gg/profile/BR/Mangooooooooo,https://app.mobalytics.gg/pt_br/tft/profile/BR/Mangooooooooo/overview
SUMETAL13,0,1267,-418,6,https://lolchess.gg/profile/BR/SUMETAL13,https://app.mobalytics.gg/pt_br/tft/profile/BR/SUMETAL13/overview
Welt des Meeres,286,158,-419,14,https://lolchess.gg/profile/BR/Welt des Meeres,https://app.mobalytics.gg/pt_br/tft/profile/BR/Welt des Meeres/overview
Vapolet,29,559,-423,37,https://lolchess.gg/profile/BR/Vapolet,https://app.mobalytics.gg/pt_br/tft/profile/BR/Vapolet/overview
ミドリガメ,0,367,-426,0,https://lolchess.gg/profile/BR/ミドリガメ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ミドリガメ/overview
kolaghancommand,0,332,-430,4,https://lolchess.gg/profile/BR/kolaghancommand,https://app.mobalytics.gg/pt_br/tft/profile/BR/kolaghancommand/overview
Ghost2022,0,527,-437,0,https://lolchess.gg/profile/BR/Ghost2022,https://app.mobalytics.gg/pt_br/tft/profile/BR/Ghost2022/overview
CitizenV,491,672,-441,7,https://lolchess.gg/profile/BR/CitizenV,https://app.mobalytics.gg/pt_br/tft/profile/BR/CitizenV/overview
bonkuraman,0,406,-442,2,https://lolchess.gg/profile/BR/bonkuraman,https://app.mobalytics.gg/pt_br/tft/profile/BR/bonkuraman/overview
IRELQUEEN,0,382,-449,10,https://lolchess.gg/profile/BR/IRELQUEEN,https://app.mobalytics.gg/pt_br/tft/profile/BR/IRELQUEEN/overview
raise once,0,88,-461,20,https://lolchess.gg/profile/BR/raise once,https://app.mobalytics.gg/pt_br/tft/profile/BR/raise once/overview
xtc,0,277,-473,13,https://lolchess.gg/profile/BR/xtc,https://app.mobalytics.gg/pt_br/tft/profile/BR/xtc/overview
ぷるるん大佐,0,220,-476,12,https://lolchess.gg/profile/BR/ぷるるん大佐,https://app.mobalytics.gg/pt_br/tft/profile/BR/ぷるるん大佐/overview
黑島沙和i,0,300,-477,21,https://lolchess.gg/profile/BR/黑島沙和i,https://app.mobalytics.gg/pt_br/tft/profile/BR/黑島沙和i/overview
私が天に立つ,321,160,-483,9,https://lolchess.gg/profile/BR/私が天に立つ,https://app.mobalytics.gg/pt_br/tft/profile/BR/私が天に立つ/overview
vanderkahn,0,290,-488,5,https://lolchess.gg/profile/BR/vanderkahn,https://app.mobalytics.gg/pt_br/tft/profile/BR/vanderkahn/overview
ネネンネ,0,306,-494,0,https://lolchess.gg/profile/BR/ネネンネ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ネネンネ/overview
ぱとりzzz,0,99,-514,0,https://lolchess.gg/profile/BR/ぱとりzzz,https://app.mobalytics.gg/pt_br/tft/profile/BR/ぱとりzzz/overview
D01N6,0,568,-542,19,https://lolchess.gg/profile/BR/D01N6,https://app.mobalytics.gg/pt_br/tft/profile/BR/D01N6/overview
weqrtuf1,0,226,-584,0,https://lolchess.gg/profile/BR/weqrtuf1,https://app.mobalytics.gg/pt_br/tft/profile/BR/weqrtuf1/overview
mikazuk1,0,380,-603,0,https://lolchess.gg/profile/BR/mikazuk1,https://app.mobalytics.gg/pt_br/tft/profile/BR/mikazuk1/overview
taiyo001,0,155,-607,0,https://lolchess.gg/profile/BR/taiyo001,https://app.mobalytics.gg/pt_br/tft/profile/BR/taiyo001/overview
patolik,0,490,-607,3,https://lolchess.gg/profile/BR/patolik,https://app.mobalytics.gg/pt_br/tft/profile/BR/patolik/overview
Just Hitt,0,346,-632,2,https://lolchess.gg/profile/BR/Just Hitt,https://app.mobalytics.gg/pt_br/tft/profile/BR/Just Hitt/overview
さとうたくや,0,435,-662,3,https://lolchess.gg/profile/BR/さとうたくや,https://app.mobalytics.gg/pt_br/tft/profile/BR/さとうたくや/overview
Hancookie,110,538,-691,14,https://lolchess.gg/profile/BR/Hancookie,https://app.mobalytics.gg/pt_br/tft/profile/BR/Hancookie/overview
Juu1nop,0,664,-699,14,https://lolchess.gg/profile/BR/Juu1nop,https://app.mobalytics.gg/pt_br/tft/profile/BR/Juu1nop/overview
sauna,0,276,-716,0,https://lolchess.gg/profile/BR/sauna,https://app.mobalytics.gg/pt_br/tft/profile/BR/sauna/overview
visca,0,145,-733,7,https://lolchess.gg/profile/BR/visca,https://app.mobalytics.gg/pt_br/tft/profile/BR/visca/overview
ここどこ,0,282,-800,0,https://lolchess.gg/profile/BR/ここどこ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ここどこ/overview
FACKGTO,0,549,-850,5,https://lolchess.gg/profile/BR/FACKGTO,https://app.mobalytics.gg/pt_br/tft/profile/BR/FACKGTO/overview
etsuya0505,0,444,-886,2,https://lolchess.gg/profile/BR/etsuya0505,https://app.mobalytics.gg/pt_br/tft/profile/BR/etsuya0505/overview
shimapen,0,110,-904,8,https://lolchess.gg/profile/BR/shimapen,https://app.mobalytics.gg/pt_br/tft/profile/BR/shimapen/overview
Rise8332,0,381,-907,0,https://lolchess.gg/profile/BR/Rise8332,https://app.mobalytics.gg/pt_br/tft/profile/BR/Rise8332/overview
ハーレイ,490,476,-914,18,https://lolchess.gg/profile/BR/ハーレイ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ハーレイ/overview
是尼的捏宝呀,0,228,-1244,0,https://lolchess.gg/profile/BR/是尼的捏宝呀,https://app.mobalytics.gg/pt_br/tft/profile/BR/是尼的捏宝呀/overview
Best 佐藤 JP,0,387,-1410,2,https://lolchess.gg/profile/BR/Best 佐藤 JP,https://app.mobalytics.gg/pt_br/tft/profile/BR/Best 佐藤 JP/overview
血色悪子,499,46,0,0,https://lolchess.gg/profile/BR/血色悪子,https://app.mobalytics.gg/pt_br/tft/profile/BR/血色悪子/overview
SKT T1 Nge,487,330,0,0,https://lolchess.gg/profile/BR/SKT T1 Nge,https://app.mobalytics.gg/pt_br/tft/profile/BR/SKT T1 Nge/overview
Nightblue3,473,134,0,0,https://lolchess.gg/profile/BR/Nightblue3,https://app.mobalytics.gg/pt_br/tft/profile/BR/Nightblue3/overview
懿掷Lty,282,54,0,0,https://lolchess.gg/profile/BR/懿掷Lty,https://app.mobalytics.gg/pt_br/tft/profile/BR/懿掷Lty/overview
あむたん,261,165,0,0,https://lolchess.gg/profile/BR/あむたん,https://app.mobalytics.gg/pt_br/tft/profile/BR/あむたん/overview
曖昧モコ,245,51,0,0,https://lolchess.gg/profile/BR/曖昧モコ,https://app.mobalytics.gg/pt_br/tft/profile/BR/曖昧モコ/overview
WayBeng,215,107,0,0,https://lolchess.gg/profile/BR/WayBeng,https://app.mobalytics.gg/pt_br/tft/profile/BR/WayBeng/overview
Fog Tail,211,177,0,0,https://lolchess.gg/profile/BR/Fog Tail,https://app.mobalytics.gg/pt_br/tft/profile/BR/Fog Tail/overview
quanhmit,203,99,0,0,https://lolchess.gg/profile/BR/quanhmit,https://app.mobalytics.gg/pt_br/tft/profile/BR/quanhmit/overview
時をかける少女,195,330,0,0,https://lolchess.gg/profile/BR/時をかける少女,https://app.mobalytics.gg/pt_br/tft/profile/BR/時をかける少女/overview
namaeomoitukisou,184,38,0,0,https://lolchess.gg/profile/BR/namaeomoitukisou,https://app.mobalytics.gg/pt_br/tft/profile/BR/namaeomoitukisou/overview
ganganGatera,181,87,0,0,https://lolchess.gg/profile/BR/ganganGatera,https://app.mobalytics.gg/pt_br/tft/profile/BR/ganganGatera/overview
AAAAAAAAAAAAAAA,173,363,0,0,https://lolchess.gg/profile/BR/AAAAAAAAAAAAAAA,https://app.mobalytics.gg/pt_br/tft/profile/BR/AAAAAAAAAAAAAAA/overview
Folenn101,172,330,0,0,https://lolchess.gg/profile/BR/Folenn101,https://app.mobalytics.gg/pt_br/tft/profile/BR/Folenn101/overview
jeremyHa,163,90,0,0,https://lolchess.gg/profile/BR/jeremyHa,https://app.mobalytics.gg/pt_br/tft/profile/BR/jeremyHa/overview
株式会社miHoYo,155,277,0,0,https://lolchess.gg/profile/BR/株式会社miHoYo,https://app.mobalytics.gg/pt_br/tft/profile/BR/株式会社miHoYo/overview
the frog,152,314,0,0,https://lolchess.gg/profile/BR/the frog,https://app.mobalytics.gg/pt_br/tft/profile/BR/the frog/overview
アオモリ,151,228,0,0,https://lolchess.gg/profile/BR/アオモリ,https://app.mobalytics.gg/pt_br/tft/profile/BR/アオモリ/overview
よんやーーーん,147,126,0,0,https://lolchess.gg/profile/BR/よんやーーーん,https://app.mobalytics.gg/pt_br/tft/profile/BR/よんやーーーん/overview
RITO DOG COMPANY,143,40,0,0,https://lolchess.gg/profile/BR/RITO DOG COMPANY,https://app.mobalytics.gg/pt_br/tft/profile/BR/RITO DOG COMPANY/overview
TF7,137,77,0,0,https://lolchess.gg/profile/BR/TF7,https://app.mobalytics.gg/pt_br/tft/profile/BR/TF7/overview
なっきー57,132,442,0,0,https://lolchess.gg/profile/BR/なっきー57,https://app.mobalytics.gg/pt_br/tft/profile/BR/なっきー57/overview
CXVXVXCVXCV,124,186,0,0,https://lolchess.gg/profile/BR/CXVXVXCVXCV,https://app.mobalytics.gg/pt_br/tft/profile/BR/CXVXVXCVXCV/overview
灰色の実,116,67,0,0,https://lolchess.gg/profile/BR/灰色の実,https://app.mobalytics.gg/pt_br/tft/profile/BR/灰色の実/overview
mailaem2,115,339,0,0,https://lolchess.gg/profile/BR/mailaem2,https://app.mobalytics.gg/pt_br/tft/profile/BR/mailaem2/overview
りゅうず,112,212,0,0,https://lolchess.gg/profile/BR/りゅうず,https://app.mobalytics.gg/pt_br/tft/profile/BR/りゅうず/overview
nasidesu,102,114,0,0,https://lolchess.gg/profile/BR/nasidesu,https://app.mobalytics.gg/pt_br/tft/profile/BR/nasidesu/overview
yDisney,97,128,0,0,https://lolchess.gg/profile/BR/yDisney,https://app.mobalytics.gg/pt_br/tft/profile/BR/yDisney/overview
NguoiNuoiKhi,97,77,0,0,https://lolchess.gg/profile/BR/NguoiNuoiKhi,https://app.mobalytics.gg/pt_br/tft/profile/BR/NguoiNuoiKhi/overview
Sukizofureni,95,273,0,0,https://lolchess.gg/profile/BR/Sukizofureni,https://app.mobalytics.gg/pt_br/tft/profile/BR/Sukizofureni/overview
BackSpacee,94,110,0,0,https://lolchess.gg/profile/BR/BackSpacee,https://app.mobalytics.gg/pt_br/tft/profile/BR/BackSpacee/overview
血色良子,93,42,0,0,https://lolchess.gg/profile/BR/血色良子,https://app.mobalytics.gg/pt_br/tft/profile/BR/血色良子/overview
TFT Tu JAP,92,166,0,0,https://lolchess.gg/profile/BR/TFT Tu JAP,https://app.mobalytics.gg/pt_br/tft/profile/BR/TFT Tu JAP/overview
xiyuena,89,389,0,0,https://lolchess.gg/profile/BR/xiyuena,https://app.mobalytics.gg/pt_br/tft/profile/BR/xiyuena/overview
naulkhung,85,197,0,0,https://lolchess.gg/profile/BR/naulkhung,https://app.mobalytics.gg/pt_br/tft/profile/BR/naulkhung/overview
manucian975,85,477,0,0,https://lolchess.gg/profile/BR/manucian975,https://app.mobalytics.gg/pt_br/tft/profile/BR/manucian975/overview
amehare,84,176,0,0,https://lolchess.gg/profile/BR/amehare,https://app.mobalytics.gg/pt_br/tft/profile/BR/amehare/overview
TNOK8931919,84,303,0,0,https://lolchess.gg/profile/BR/TNOK8931919,https://app.mobalytics.gg/pt_br/tft/profile/BR/TNOK8931919/overview
Misakitario,81,322,0,0,https://lolchess.gg/profile/BR/Misakitario,https://app.mobalytics.gg/pt_br/tft/profile/BR/Misakitario/overview
Aur000,79,332,0,0,https://lolchess.gg/profile/BR/Aur000,https://app.mobalytics.gg/pt_br/tft/profile/BR/Aur000/overview
PPStyleX,77,518,0,0,https://lolchess.gg/profile/BR/PPStyleX,https://app.mobalytics.gg/pt_br/tft/profile/BR/PPStyleX/overview
seaturtle,75,126,0,0,https://lolchess.gg/profile/BR/seaturtle,https://app.mobalytics.gg/pt_br/tft/profile/BR/seaturtle/overview
VNhut79,74,252,0,0,https://lolchess.gg/profile/BR/VNhut79,https://app.mobalytics.gg/pt_br/tft/profile/BR/VNhut79/overview
EarthlingB,72,356,0,0,https://lolchess.gg/profile/BR/EarthlingB,https://app.mobalytics.gg/pt_br/tft/profile/BR/EarthlingB/overview
IamRobotAndProud,70,311,0,0,https://lolchess.gg/profile/BR/IamRobotAndProud,https://app.mobalytics.gg/pt_br/tft/profile/BR/IamRobotAndProud/overview
pausechamp,68,95,0,0,https://lolchess.gg/profile/BR/pausechamp,https://app.mobalytics.gg/pt_br/tft/profile/BR/pausechamp/overview
ミドリXiaoLin,65,368,0,0,https://lolchess.gg/profile/BR/ミドリXiaoLin,https://app.mobalytics.gg/pt_br/tft/profile/BR/ミドリXiaoLin/overview
CHASEL1423,64,294,0,0,https://lolchess.gg/profile/BR/CHASEL1423,https://app.mobalytics.gg/pt_br/tft/profile/BR/CHASEL1423/overview
LuuCongTu,59,365,0,0,https://lolchess.gg/profile/BR/LuuCongTu,https://app.mobalytics.gg/pt_br/tft/profile/BR/LuuCongTu/overview
DFM 阿部,58,224,0,0,https://lolchess.gg/profile/BR/DFM 阿部,https://app.mobalytics.gg/pt_br/tft/profile/BR/DFM 阿部/overview
木大笨,58,593,0,0,https://lolchess.gg/profile/BR/木大笨,https://app.mobalytics.gg/pt_br/tft/profile/BR/木大笨/overview
しろてぃー,57,287,0,0,https://lolchess.gg/profile/BR/しろてぃー,https://app.mobalytics.gg/pt_br/tft/profile/BR/しろてぃー/overview
